listKind,section,application,cataloguePartNumber,referenceNo,size,pcsPerSet,mrp,priceToDistributors,sellingPrice,stock,firm,validationStatus,reviewReasons,sourcePdf,sourceRow
"LCV","LCV","ASHOK LEYLAND STAG BUS/ LEYLAND LYNX SMART ( 325X140) (138MM)","MB/NA/STAG- F&R/STD","MB/NA/STAG- F&R","STD","4","2100","945","","0","","REVIEW","no_authoritative_firm_mapping","C:/Users/acer/Downloads/REGULAR LCV.pdf","25"
"LCV","LCV","ASHOK LEYLAND STAG BUS/ LEYLAND LYNX SMART ( 325X140) (138MM)","MB/NA/STAG- F&R/1MM","MB/NA/STAG- F&R","1 MM","4","2205","992","","0","","REVIEW","no_authoritative_firm_mapping|application_forward_filled","C:/Users/acer/Downloads/REGULAR LCV.pdf","26"
"LCV","LCV","ASHOK LEYLAND STAG BUS/ LEYLAND LYNX SMART ( 325X140) (138MM)","MB/NA/STAG- F&R/2MM","MB/NA/STAG- F&R","2 MM","4","2310","1040","","0","","REVIEW","no_authoritative_firm_mapping|application_forward_filled","C:/Users/acer/Downloads/REGULAR LCV.pdf","27"
"LCV","LCV","ASHOK LEYLAND E - COMET, LEYLAND MIDI, LYNX (155MM)","MB/NA/EC-155/STD","MB/NA/EC-155","STD","4","2154","969","","0","","REVIEW","no_authoritative_firm_mapping","C:/Users/acer/Downloads/REGULAR LCV.pdf","28"
"LCV","LCV","ASHOK LEYLAND E - COMET, LEYLAND MIDI, LYNX (155MM)","MB/NA/EC-155/1MM","MB/NA/EC-155","1 MM","4","2259","1017","","0","","REVIEW","no_authoritative_firm_mapping|application_forward_filled","C:/Users/acer/Downloads/REGULAR LCV.pdf","29"
"LCV","LCV","ASHOK LEYLAND E - COMET, LEYLAND MIDI, LYNX (155MM)","MB/NA/EC-155/2MM","MB/NA/EC-155","2 MM","4","2364","1064","","0","","REVIEW","no_authoritative_firm_mapping|application_forward_filled","C:/Users/acer/Downloads/REGULAR LCV.pdf","30"
"LCV","LCV","E - COMET ( 16 HOLES) / EICHER 1109","MB/NA/AL/E-COMET/STD","MB/NA/AL/E-COMET","STD","4","2520","1134","","0","","REVIEW","no_authoritative_firm_mapping","C:/Users/acer/Downloads/REGULAR LCV.pdf","31"
"LCV","LCV","E - COMET ( 16 HOLES) / EICHER 1109","MB/NA/AL/E-COMET/1MM","MB/NA/AL/E-COMET","1 MM","4","2625","1181","","0","","REVIEW","no_authoritative_firm_mapping|application_forward_filled","C:/Users/acer/Downloads/REGULAR LCV.pdf","32"
"LCV","LCV","E - COMET ( 16 HOLES) / EICHER 1109","MB/NA/AL/E-COMET/2MM","MB/NA/AL/E-COMET","2 MM","4","2730","1229","","0","","REVIEW","no_authoritative_firm_mapping|application_forward_filled","C:/Users/acer/Downloads/REGULAR LCV.pdf","33"
"LCV","LCV","SWARAJ MAZDA (GIRLING ASSLY) ,EICHER 1049,1050,1059,1070,1075 (OLD) - 12 HOLES","MB/NA/SMZ 1/STD","MB/NA/SMZ 1","STD","4","975","439","","0","","REVIEW","no_authoritative_firm_mapping","C:/Users/acer/Downloads/REGULAR LCV.pdf","34"
"LCV","LCV","SWARAJ MAZDA (GIRLING ASSLY) ,EICHER 1049,1050,1059,1070,1075 (OLD) - 12 HOLES","MB/NA/SMZ 1/1MM","MB/NA/SMZ 1","1 MM","4","1003","451","","0","","REVIEW","no_authoritative_firm_mapping|application_forward_filled","C:/Users/acer/Downloads/REGULAR LCV.pdf","35"
"LCV","LCV","SWARAJ MAZDA (GIRLING ASSLY) ,EICHER 1049,1050,1059,1070,1075 (OLD) - 12 HOLES","MB/NA/SMZ 1/2MM","MB/NA/SMZ 1","2 MM","4","1031","464","","0","","REVIEW","no_authoritative_firm_mapping|application_forward_filled","C:/Users/acer/Downloads/REGULAR LCV.pdf","36"
"LCV","LCV","SWARAJ MAZDA OLD MODEL - T SERIES/EICHER 1080,1090 (320 X 110) - 12 HOLES","MB/NA/SMZ 2/STD","MB/NA/SMZ 2","STD","4","1031","464","","0","","REVIEW","no_authoritative_firm_mapping","C:/Users/acer/Downloads/REGULAR LCV.pdf","37"
"LCV","LCV","SWARAJ MAZDA OLD MODEL - T SERIES/EICHER 1080,1090 (320 X 110) - 12 HOLES","MB/NA/SMZ 2/1MM","MB/NA/SMZ 2","1 MM","4","1115","502","","0","","REVIEW","no_authoritative_firm_mapping|application_forward_filled","C:/Users/acer/Downloads/REGULAR LCV.pdf","38"
"LCV","LCV","SWARAJ MAZDA OLD MODEL - T SERIES/EICHER 1080,1090 (320 X 110) - 12 HOLES","MB/NA/SMZ 2/2MM","MB/NA/SMZ 2","2 MM","4","1143","514","","0","","REVIEW","no_authoritative_firm_mapping|application_forward_filled","C:/Users/acer/Downloads/REGULAR LCV.pdf","39"
