part_number,part_name,description,brand,category,sku,hsn,gst,moq,uom,source_rate,mrp,selling_price,oem_number,vehicle_make,source_url,source_image_url,validation_status,firm
"5004","P.T.CAP APE W/KEY (PLASTIC)","PT CAP APE W/KEY (PLASTIC)","CI AUTOMOTIVE LLP","FUEL TANK LOCKS","5004","83012000","18","1","Pcs","98","","98","","3-WHEELER; MAHINDRA","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5004.jpg?v=1393","READY","Ambaji Traders"
"5005L","QUARTER GLASS LOCK APE LEFT","QUARTER GLASS LOCK APE LEFT","CI AUTOMOTIVE LLP","DOOR STOPPER","5005L","83012000","18","1","Kit","93","","93","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5005.jpg?v=1393","READY","Ambaji Traders"
"5005 R","QUARTER GLASS LOCK APE RIGHT","QUARTER GLASS LOCK APE RIGHT","CI AUTOMOTIVE LLP","DOOR STOPPER","5005 R","83012000","18","1","Kit","93","","93","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5005.jpg?v=1393","READY","Ambaji Traders"
"5006L","DOOR LOCK ASSY APE LH","DOOR LOCK ASSY APE LH","CI AUTOMOTIVE LLP","DOOR LATCH ASSY.","5006L","83012000","18","1","Pcs","87","","87","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5006.jpg?v=1393","READY","Ambaji Traders"
"5006R","DOOR LOCK ASSY APE RH","DOOR LOCK ASSY APE RH","CI AUTOMOTIVE LLP","Uncategorized","5006R","83012000","18","1","Pcs","87","","87","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5006.jpg?v=1393","READY","Ambaji Traders"
"5007","QUARTER GLASS UPPER CLIP ONLY APE","QUARTER GLASS UPPER CLIP ONLY APE","CI AUTOMOTIVE LLP","DOOR STOPPER","5007","87089900","18","1","Pcs","18","","18","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5007.jpg?v=1393","READY","Ambaji Traders"
"5008L,M10","QUARTER GLASS ASSY W/COMPLETE FITTING METAL APE  LH","QUARTER GLASS ASSY W/COMPLETE FITTING METAL APE  LH","CI AUTOMOTIVE LLP","DOOR STOPPER","5008L,M10","","18","1","Kit","140","","140","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5008.jpg?v=1393","READY","Ambaji Traders"
"5008R,M10","QUARTER GLASS ASSY W/COMPLETE FITTING METAL APE  RH","QUARTER GLASS ASSY W/COMPLETE FITTING METAL APE  RH","CI AUTOMOTIVE LLP","DOOR STOPPER","5008R,M10","","18","1","Kit","140","","140","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5008.jpg?v=1393","READY","Ambaji Traders"
"5009","QUARTER GLASS UPPER CLIP APE","QUARTER GLASS UPPER CLIP APE","CI AUTOMOTIVE LLP","DOOR STOPPER","5009","87089900","18","1","Kit","32","","32","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5009.jpg?v=1393","READY","Ambaji Traders"
"5010L","DOOR HANDLE W/KEYS BLACK L/R APE LH","DOOR HANDLE W/KEYS BLACK L/R APE LH","CI AUTOMOTIVE LLP","DALA HANDLES","5010L","83012000","18","1","Pcs","148","","148","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5010.jpg?v=1393","READY","Ambaji Traders"
"5010 R","DOOR HANDLE W/KEYS BLACK L/R APE RH","DOOR HANDLE W/KEYS BLACK L/R APE RH","CI AUTOMOTIVE LLP","DALA HANDLES","5010 R","83012000","18","1","Pcs","148","","148","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5010.jpg?v=1393","READY","Ambaji Traders"
"5011L","DOOR STRIKER PLATE APE LH","DOOR STRIKER PLATE APE LH","CI AUTOMOTIVE LLP","DOOR STRIKER","5011L","87089900","18","1","Set","216","","216","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5011.jpg?v=1393","READY","Ambaji Traders"
"5011R","DOOR STRIKER PLATE APE RH","DOOR STRIKER PLATE APE RH","CI AUTOMOTIVE LLP","DOOR STRIKER","5011R","87089900","18","1","Set","216","","216","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5011.jpg?v=1393","READY","Ambaji Traders"
"5012","LOCKING HANDLE KIT APE","LOCKING HANDLE  APE KIT","CI AUTOMOTIVE LLP","DOOR LOCK KIT","5012","83012000","18","1","Kit","327","","327","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5012.jpg?v=1393","READY","Ambaji Traders"
"5013","IGINITION LOCK W/KEY APE","IGINITION LOCK W/KEY APE","CI AUTOMOTIVE LLP","IGNITION / STEERING LOCKS","5013","83012000","18","1","Pcs","255","","255","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5013.jpg?v=1393","READY","Ambaji Traders"
"5014","GLOVE BOX LOCK APE.","GLOVE BOX LOCK APE","CI AUTOMOTIVE LLP","GLOVE BOX / DASH BOARD LOCKS","5014","83012000","18","1","Pcs","130","","130","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5014.jpg?v=1393","READY","Ambaji Traders"
"5015","6 IN 1 KIT APE","6 IN 1 KIT APE","CI AUTOMOTIVE LLP","DOOR LOCK KIT","5015","83012000","18","1","Set","793","","793","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5015.jpg?v=1393","READY","Ambaji Traders"
"5016","5 IN 1 FAMILY KIT APE","5 IN 1 FAMILY KIT APE","CI AUTOMOTIVE LLP","DOOR LOCK KIT","5016","83012000","18","1","Set","551","","551","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5016.jpg?v=1393","READY","Ambaji Traders"
"05017L","DOOR LATCH SPRING LEFT","DOOR LATCH SPRING LEFT","CI AUTOMOTIVE LLP","SPRINGS","05017L","73201011","18","1","Pcs","5","","5","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5017.jpg?v=1393","READY","Ambaji Traders"
"05017R","DOOR LATCH SPRING R","DOOR LATCH SPRING R","CI AUTOMOTIVE LLP","SPRINGS","05017R","73201011","18","1","Pcs","5","","5","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5017.jpg?v=1393","READY","Ambaji Traders"
"5018","NUT BOLT FITING ONLY  APE","NUT BOLT FITING ONLY  APE","CI AUTOMOTIVE LLP","DOOR STOPPER","5018","","18","1","Set","18","","18","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5018.jpg?v=1393","READY","Ambaji Traders"
"5019","OIL CAP SCREW TYPE APE,IRIS","OIL CAP SCREW TYPE APE, IRIS","CI AUTOMOTIVE LLP","FUEL TANK CAP","5019","87089900","18","1","Pcs","13","","13","","3-WHEELER; TATA LCV","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5019.jpg?v=1393","READY","Ambaji Traders"
"5020","LOWER SIDE DALA HANDLE APE, ATUL SHAKTI","LOWER SIDE DALA HANDLE APE, ATUL SHAKTI","CI AUTOMOTIVE LLP","DALA HANDLES","5020","87089900","18","1","Pcs","77","","77","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5020.jpg?v=1393","READY","Ambaji Traders"
"5021","IGNITION LOCK  W/KEYS APE.(Eco)","IGNITION LOCK  W/KEYS APE  (Eco)","CI AUTOMOTIVE LLP","IGNITION / STEERING LOCKS","5021","83012000","18","1","Pcs","176","","176","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5021.jpg?v=1393","READY","Ambaji Traders"
"5022","GLOVE BOX LOCK APE W/KEYS UNIVERSAL (PVC)","GLOVE BOX LOCK APE W/KEYS UNIVERSAL (PVC)","CI AUTOMOTIVE LLP","GLOVE BOX / DASH BOARD LOCKS","5022","83012000","18","1","Pcs","67","","67","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5022.jpg?v=1393","READY","Ambaji Traders"
"5023","CLUTCH CABLE APE.","CLUTCH CABLE APE.","CI AUTOMOTIVE LLP","CABLES / WIRES","5023","","18","1","Pcs","122","","122","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5023.jpg?v=1393","READY","Ambaji Traders"
"5024","ACCELATOR CABLE APE.","ACCELATOR CABLE APE","CI AUTOMOTIVE LLP","CABLES / WIRES","5024","87089900","18","1","Pcs","106","","106","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5024.jpg?v=1393","READY","Ambaji Traders"
"5025","FUEL TANK UNIT APE,OLD JEEP,FIAT","FUEL TANK UNIT APE, OLD JEEP, FIAT","CI AUTOMOTIVE LLP","POWER WINDOW SWITCHES","5025","902680","18","1","Pcs","237","","237","","3-WHEELER; MAHINDRA; PREMIER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5025.jpg?v=1393","READY","Ambaji Traders"
"5026","SLIDING WINDOW LOCK APE","SLIDING WINDOW LOCK APE","CI AUTOMOTIVE LLP","WINDOW LOCK","5026","83012000","18","1","Pcs","40","","40","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5026.jpg?v=1393","READY","Ambaji Traders"
"5027","Speedo Meter APE","SPEEDO METER APE","CI AUTOMOTIVE LLP","METER","5027","87089900","18","1","Pcs","182","","182","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5027.jpg?v=1393","READY","Ambaji Traders"
"5028","3 IN 1 FAMILY KIT W/IGINITION METAL APE RICKSHAW","3 IN 1 FAMILY KIT W/IGINITION METAL APE RICKSHAW","CI AUTOMOTIVE LLP","IGNITION / STEERING LOCKS","5028","83012000","18","1","Kit","503","","503","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5028.jpg?v=1393","READY","Ambaji Traders"
"5029L","QUARTER GLASS LOCK FULL FITTING PVC APE L","QUARTER GLASS LOCK FULL FITTING PVC APE R (L)","CI AUTOMOTIVE LLP","DOOR STOPPER","5029L","83012000","18","1","Kit","120","","120","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5029.jpg?v=1393","READY","Ambaji Traders"
"5029R","QUARTER GLASS LOCK FULL FITTING PVC APE R","QUARTER GLASS LOCK FULL FITTING PVC APE R","CI AUTOMOTIVE LLP","DOOR STOPPER","5029R","83012000","18","1","Kit","120","","120","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5029.jpg?v=1393","READY","Ambaji Traders"
"5030","OIL CAP APE,IRIS METAL","OIL CAP APE, IRIS METAL","CI AUTOMOTIVE LLP","FUEL TANK CAP","5030","87089900","18","1","Pcs","27","","27","","3-WHEELER; TATA LCV","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5030.jpg?v=1393","READY","Ambaji Traders"
"5031","CLIP ONLY QUARTER GLASS APE N/M","CLIP ONLY QUARTER GLASS APE N/M","CI AUTOMOTIVE LLP","DOOR STOPPER","5031","87089900","18","1","Pcs","16","","16","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5031.jpg?v=1393","READY","Ambaji Traders"
"05032L","QUARTER GLASS KIT W/BIG CAP N/M APE LH","QUARTER GLASS KIT W/BIG CAP N/M APE LH","CI AUTOMOTIVE LLP","DOOR STOPPER","05032L","83012000","18","1","Kit","130","","130","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5032.jpg?v=1393","READY","Ambaji Traders"
"05032R","QUARTER GLASS KIT W/BIG CAP N/M APE RH","QUARTER GLASS KIT W/BIG CAP N/M APE RH","CI AUTOMOTIVE LLP","DOOR STOPPER","05032R","83012000","18","1","Kit","130","","130","","3-WHEELER","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5032.jpg?v=1393","READY","Ambaji Traders"
"5101","SEAT RECKLINING KNOB INDICA T-1 FRONT","SEAT RECKLINING KNOB INDICA T-1 FRONT","CI AUTOMOTIVE LLP","SEAT RECLINERS","5101","94012000","18","1","Set","34","","34","","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5101.jpg?v=1393","READY","Ambaji Traders"
"05102L","OUTER HANDLE NANO LEFT","OUTER HANDLE NANO LEFT","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","05102L","87089900","18","1","Pcs","80","","80","","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5102.jpg?v=1393","READY","Ambaji Traders"
"05102R,M10","OUTER HANDLE NANO RIGHT","OUTER HANDLE NANO RIGHT","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","05102R,M10","","18","1","Pcs","80","","80","","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5102.jpg?v=1393","READY","Ambaji Traders"
"5103","BONNET LOCK UPPER & LOWER INDICA (2PCS))","BONNET LOCK UPPER & LOWER INDICA (2PCS))","CI AUTOMOTIVE LLP","BONNET LOCK","5103","83012000","18","1","Set","308","","308","","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5103.jpg?v=1393","READY","Ambaji Traders"
"5104","GLOVE BOX LOCK W/KEY INDICA, INDIGO, MARINA","GLOVE BOX LOCK W/KEY INDICA, INDIGO, MARINA","CI AUTOMOTIVE LLP","GLOVE BOX / DASH BOARD LOCKS","5104","83012000","18","1","Pcs","135","","135","","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5104.jpg?v=1393","READY","Ambaji Traders"
"5105","SEAT RECKLINING KNOB INDICA V2,INDIGO T-2","SEAT RECKLINING KNOB INDICA V2,INDIGO T-2","CI AUTOMOTIVE LLP","SEAT RECLINERS","5105","94012000","18","1","Set","34","","34","","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5105.jpg?v=1393","READY","Ambaji Traders"
"5106","CONNECTOR DOOR LOCK INDICA","CONNECTOR DOOR LOCK INDICA","CI AUTOMOTIVE LLP","CONNECTOR","5106","39269099","18","1","Pcs","3","","3","#267872306310","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5106.jpg?v=1393","READY","Ambaji Traders"
"5106PKT","CONNECTOR DOOR LOCK INDICA (TATAPASSENGER)(100 PS)","CONNECTOR DOOR LOCK INDICA (TATAPASSENGER)(100 PS)","","Uncategorized","5106PKT","","18","1","PKD","300","","300","#267872306310","","https://onlineautohandles.com/b2b","","READY","Ambaji Traders"
"5107","R.C.BEZEL L/R SUMO,VICTA,INDICA,INDIGO,MARINA","R.C.BEZEL L/R SUMO,VICTA,INDICA,INDIGO,MARINA","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","5107","39269099","18","1","Set","53","","53","","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5107.jpg?v=1393","READY","Ambaji Traders"
"5108","FUEL TANK COVER INDICA (TATAPASSENGER) ( DISCON )","FUEL TANK COVER INDICA (TATAPASSENGER) ( DISCON )","CI AUTOMOTIVE LLP","FUEL TANK CAP","5108","87089900","18","1","Pcs","210","","210","","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5108.jpg?v=1393","READY","Ambaji Traders"
"5109L","WINDOW REGULATOR INDICA FRONT-LH","WINDOW REGULATOR INDICA FRONT-LH","CI AUTOMOTIVE LLP","WINDOW REGULATOR ASSY","5109L","87089900","18","1","Pcs","627","","627","#284372500119 LH ,#284372500117 LH","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5109.jpg?v=1393","READY","Ambaji Traders"
"5109R","WINDOW REGULATOR INDICA FRONT-RH","WINDOW REGULATOR INDICA FRONT-RH","CI AUTOMOTIVE LLP","WINDOW REGULATOR ASSY","5109R","87089900","18","1","Pcs","627","","627","#G267872500182 RH ,#284372500120 RH","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5109.jpg?v=1393","READY","Ambaji Traders"
"5110L","WINDOW REGULATOR INDICA REAR-LH","WINDOW REGULATOR INDICA REAR-LH","CI AUTOMOTIVE LLP","WINDOW REGULATOR ASSY","5110L","87089900","18","1","Pcs","627","","627","#G267873500146 LH","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5110.jpg?v=1393","READY","Ambaji Traders"
"5110R","WINDOW REGULATOR INDICA REAR-RH","WINDOW REGULATOR INDICA REAR-RH","CI AUTOMOTIVE LLP","WINDOW REGULATOR ASSY","5110R","87089900","18","1","Pcs","627","","627","#G267873500147 RH","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5110.jpg?v=1393","READY","Ambaji Traders"
"5111L","POWER WINDOW REGULATOR INDICA FRONT LH","POWER WINDOW REGULATOR INDICA FRONT LH","CI AUTOMOTIVE LLP","WINDOW REGULATOR ASSY","5111L","87089900","18","1","Pcs","599","","599","","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5111.jpg?v=1393","READY","Ambaji Traders"
"5111R","POWER WINDOW REGULATOR INDICA FRONT RH","POWER WINDOW REGULATOR INDICA FRONT RH","CI AUTOMOTIVE LLP","WINDOW REGULATOR ASSY","5111R","87089900","18","1","Pcs","599","","599","","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5111.jpg?v=1393","READY","Ambaji Traders"
"5112L","WINDOW REGULATOR POWER REAR INDICA LH","WINDOW REGULATOR POWER REAR INDICA LH","CI AUTOMOTIVE LLP","WINDOW REGULATOR ASSY","5112L","87089900","18","1","Pcs","599","","599","","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5112.jpg?v=1393","READY","Ambaji Traders"
"5112R","WINDOW REGULATOR POWER REAR INDICA RH","WINDOW REGULATOR POWER REAR INDICA RH","CI AUTOMOTIVE LLP","WINDOW REGULATOR ASSY","5112R","87089900","18","1","Pcs","599","","599","","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5112.jpg?v=1393","READY","Ambaji Traders"
"5113","DICKY LATCH ASSY.INDIGO-CS MARINA","DICKY LATCH ASSY.INDIGO-CS MARINA","CI AUTOMOTIVE LLP","DOOR LATCH ASSY.","5113","83012000","18","1","Pcs","161","","161","","MARUTI SUZUKI (CAR); TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5113.jpg?v=1393","READY","Ambaji Traders"
"5114","WIPER BOTLE CAP INDICA , ACE, MAXXIMO","WIPER BOTLE CAP INDICA , ACE, MAXXIMO","CI AUTOMOTIVE LLP","FUEL TANK CAP","5114","87089900","18","1","Pcs","70","","70","","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5114.jpg?v=1393","READY","Ambaji Traders"
"5115","DOOR STRIKER INDICA, ACE, TOOFAN ,MAGIC SUITABLE FOR SIGNA BS6","DOOR STRIKER INDICA, ACE, TOOFAN ,MAGIC SUITABLE FOR SIGNA BS6","CI AUTOMOTIVE LLP","DOOR STRIKER","5115","87089900","18","1","Pcs","40","","40","","FORCE; TATA LCV; TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5115.jpg?v=1393","READY","Ambaji Traders"
"5116","DICKY LOCK  ASSY INDICA,ZEN","DICKY LOCK  ASSY INDICA, ZEN (TATAPASSENGER)","CI AUTOMOTIVE LLP","DOOR LATCH ASSY.","5116","83012000","18","1","Pcs","184","","184","","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5116.jpg?v=1393","READY","Ambaji Traders"
"5117","DOOR STOPPER INDICA FRONT+REAR SET OF 4PCS","DOOR STOPPER INDICA FRONT+REAR SET OF 4PCS","CI AUTOMOTIVE LLP","DOOR STOPPER","5117","87089900","18","1","Set","272","","272","","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5117.jpg?v=1393","READY","Ambaji Traders"
"5118","OIL CAP INDICA,ACE,TATA T.C.","OIL CAP INDICA,ACE,TATA T.C.","CI AUTOMOTIVE LLP","FUEL TANK CAP","5118","87089900","18","1","Pcs","35","","35","","JCB AGRICULTURE & MACHINERY; TATA LCV; TATA CAR; TATA TRUCK","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5118.jpg?v=1393","READY","Ambaji Traders"
"5119","5 IN 1 FAMILY KIT INDICA","5 IN 1 FAMILY KIT INDICA","CI AUTOMOTIVE LLP","IGNITION / STEERING LOCKS","5119","83012000","18","1","Kit","1912","","1912","","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5119.jpg?v=1393","READY","Ambaji Traders"
"5120","4 IN 1 KIT INDICA","4 IN 1 KIT INDICA","CI AUTOMOTIVE LLP","DOOR LOCK W/KEYS","5120","83012000","18","1","Kit","678","","678","","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5120.jpg?v=1393","READY","Ambaji Traders"
"5121","STEERING LOCK ALL INDICA, INDIGO & MARINA","STEERING LOCK ALL INDICA, INDIGO & MARINA","CI AUTOMOTIVE LLP","IGNITION / STEERING LOCKS","5121","83012000","18","1","Pcs","1321","","1321","","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5121.jpg?v=1393","READY","Ambaji Traders"
"05122L","PULL HANDLE INDICA, INDIGO,MARINA LEFT","PULL HANDLE INDICA, INDIGO,MARINA LEFT","CI AUTOMOTIVE LLP","INNER PULL HANDLE","05122L","87089900","18","1","Pcs","50","","50","","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5122.jpg?v=1393","READY","Ambaji Traders"
"05122R","PULL HANDLE INDICA, INDIGO,MARINA RIGHT","PULL HANDLE INDICA, INDIGO,MARINA RIGHT","CI AUTOMOTIVE LLP","INNER PULL HANDLE","05122R","87089900","18","1","Pcs","50","","50","","TATA LCV","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5122.jpg?v=1393","READY","Ambaji Traders"
"5123","BONNET HINGES INDICA L/R","BONNET HINGES INDICA L/R","CI AUTOMOTIVE LLP","BONNET HINGES","5123","","18","1","Set","189","","189","","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5123.jpg?v=1393","READY","Ambaji Traders"
"5124L,M1","WINDOW REGULATOR POWER INDIGO CS LH","WINDOW REGULATOR POWER INDIGO CS LH","CI AUTOMOTIVE LLP","WINDOW REGULATOR ASSY","5124L,M1","","18","1","Pcs","656","","656","#G267872500183 LH","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5124.jpg?v=1393","READY","Ambaji Traders"
"5124R,M1","WINDOW REGULATOR POWER INDIGO CS RH","WINDOW REGULATOR POWER INDIGO CS RH","CI AUTOMOTIVE LLP","WINDOW REGULATOR ASSY","5124R,M1","","18","1","Pcs","656","","656","#G267872500184 RH","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5124.jpg?v=1393","READY","Ambaji Traders"
"5125","JOINT DOOR LATCH INDICA FAMILY ETC","JOINT DOOR LATCH INDICA FAMILY ETC","CI AUTOMOTIVE LLP","CONNECTOR","5125","87089900","18","1","Pcs","18","","18","","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5125.jpg?v=1393","READY","Ambaji Traders"
"5126","R.G.HANDLE W/WASHER NANO,IRIS GREY","R.G.HANDLE W/WASHER NANO,IRIS GREY","CI AUTOMOTIVE LLP","WINDOW REGULATOR HANDLES","5126","87089900","18","1","Pcs","53","","53","","TATA LCV; TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5126.jpg?v=1393","READY","Ambaji Traders"
"5127L,M1","POWER WINDOW REGULATOR VISTA FRONT LH","POWER WINDOW REGULATOR VISTA FRONT LH","CI AUTOMOTIVE LLP","WINDOW REGULATOR ASSY","5127L,M1","","18","1","Pcs","671","","671","#287172500113 LH","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5127.jpg?v=1393","READY","Ambaji Traders"
"5127R,M1","POWER WINDOW REGULATOR VISTA FRONT RH","POWER WINDOW REGULATOR VISTA FRONT RH","CI AUTOMOTIVE LLP","WINDOW REGULATOR ASSY","5127R,M1","","18","1","Pcs","671","","671","#287172500114 RH","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5127.jpg?v=1393","READY","Ambaji Traders"
"5128L","WINDOW REGULATOR SAFARI DICOR DOUBLE CHANNEL FRONTT-LH","WINDOW REGULATOR SAFARI DICOR DOUBLE CHANNEL FRONTT-LH","CI AUTOMOTIVE LLP","WINDOW REGULATOR ASSY","5128L","87089900","18","1","Pcs","1320","","1320","#269972500109 LH","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5128.jpg?v=1393","READY","Ambaji Traders"
"5128R","WINDOW REGULATOR SAFARI DICOR DOUBLE CHANNEL FRONTT-RH","WINDOW REGULATOR SAFARI DICOR DOUBLE CHANNEL FRONTT-RH","CI AUTOMOTIVE LLP","WINDOW REGULATOR ASSY","5128R","87089900","18","1","Pcs","1320","","1320","#269972500110 RH","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5128.jpg?v=1393","READY","Ambaji Traders"
"5129","DICKY LOCK W/KEY INDIGO-CS","DICKY LOCK W/KEY INDIGO-CS","CI AUTOMOTIVE LLP","DOOR LOCK W/KEYS","5129","83012000","18","1","Pcs","218","","218","","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5129.jpg?v=1393","READY","Ambaji Traders"
"5130L,M1","WINDOW REGULATOR POWER VISTA REAR LH","WINDOW REGULATOR POWER VISTA REAR LH","CI AUTOMOTIVE LLP","WINDOW REGULATOR ASSY","5130L,M1","","18","1","Pcs","671","","671","#2871 7350 0103 LH,#2871 7350 0104 RH","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5130.jpg?v=1393","READY","Ambaji Traders"
"5130R,M1","WINDOW REGULATOR POWER VISTA REAR RH","WINDOW REGULATOR POWER VISTA REAR RH","CI AUTOMOTIVE LLP","WINDOW REGULATOR ASSY","5130R,M1","","18","1","Pcs","671","","671","#2871 7350 0103 LH,#2871 7350 0104 RH","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5130.jpg?v=1393","READY","Ambaji Traders"
"5131L","WINDOW REGULATOR MANUAL VISTA REAR LH","WINDOW REGULATOR MANUAL VISTA REAR LH","CI AUTOMOTIVE LLP","WINDOW REGULATOR ASSY","5131L","87089900","18","1","Pcs","569","","569","","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5131.jpg?v=1393","READY","Ambaji Traders"
"5131R","WINDOW REGULATOR MANUAL VISTA REAR RH","WINDOW REGULATOR MANUAL VISTA REAR RH","CI AUTOMOTIVE LLP","WINDOW REGULATOR ASSY","5131R","87089900","18","1","Pcs","569","","569","","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5131.jpg?v=1393","READY","Ambaji Traders"
"5132","DOOR LOCK KNOB BLACK NANO","DOOR LOCK KNOB BLACK NANO","CI AUTOMOTIVE LLP","DOOR LOCK KNOB","5132","39269099","18","1","Pcs","6","","6","","TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/5132.jpg?v=1393","READY","Ambaji Traders"
