part_number,part_name,description,brand,category,sku,hsn,gst,moq,uom,source_rate,mrp,selling_price,oem_number,vehicle_make,source_url,source_image_url,validation_status,firm
"101","R.G.HANDLE VAN,CAR,GYPSY,QUALIS,CANTER O/M,DYNA PVC BLACK","R.G.HANDLE VAN,CAR,GYPSY,QUALIS,CANTER O/M,DYNA PVC BLACK","Factory 1","WINDOW REGULATOR HANDLES","101","","18","1","Pcs","25","","25","","FIAT; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/101.png?v=1393","READY","Ambaji Traders"
"102","R.G.HANDLE VAN,CAR,GYPSY,QUALIS,CANTER O/M,DYNA PVC GREY","R.G.HANDLE VAN,CAR,GYPSY,QUALIS,CANTER O/M,DYNA PVC GREY","CI AUTOMOTIVE LLP","WINDOW REGULATOR HANDLES","102","","18","1","Pcs","29","","29","","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/102.png?v=1393","READY","Ambaji Traders"
"103","R.G.HANDLE VAN,CAR,GYPSY,QUALIS,CANTER O/M,DYNA SUPER PVC BLACK","R.G.HANDLE VAN,CAR,GYPSY,QUALIS,CANTER O/M,DYNA SUPER PVC BLACK","Factory 1","WINDOW REGULATOR HANDLES","103","","18","1","Pcs","26","","26","#8296082100281","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/103.png?v=1393","READY","Ambaji Traders"
"104","R.G.HANDLE VAN,CAR,GYPSY,QUALIS,CANTER O/M,DYNA SUPER PVC GREY","R.G.HANDLE VAN,CAR,GYPSY,QUALIS,CANTER O/M,DYNA SUPER PVC GREY","CI AUTOMOTIVE LLP","WINDOW REGULATOR HANDLES","104","","18","1","Pcs","29","","29","#8296082100281","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/104.jpg?v=1393","READY","Ambaji Traders"
"105","R.G. HANDLE METAL ,GREY CANTER ,SUZUKI , TOYOTA ETC.","R.G. HANDLE METAL ,GREY CANTER ,SUZUKI , TOYOTA ETC.","CI AUTOMOTIVE LLP","WINDOW REGULATOR HANDLES","105","","18","1","Pcs","76","","76","","LCV'S; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/105.jpg?v=1393","READY","Ambaji Traders"
"106","R.G.HANDLE VAN,CAR,GYPSY,QUALIS,CANTER O/M,DYNA METAL BLACK","R.G.HANDLE VAN,CAR,GYPSY,QUALIS,CANTER O/M,DYNA METAL BLACK","CI AUTOMOTIVE LLP","WINDOW REGULATOR HANDLES","106","","18","1","Pcs","76","","76","","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/106.jpg?v=1393","READY","Ambaji Traders"
"107","RG HANDLE VAN, CAR,CANTER,QUALIS,DYNA,GYPSY WITH METAL CHROME","RG HANDLE VAN, CAR,CANTER,QUALIS,DYNA,GYPSY WITH METAL CHROME","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","107","","18","1","Pcs","86","","86","","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/107.jpg?v=1393","READY","Ambaji Traders"
"0108,M10","DOOR OUTER HANDLE MM-540, VAN, GYPSY ETC","DOOR OUTER HANDLE MM-540, VAN, GYPSY ETC","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","0108,M10","","18","1","Pcs","79","","79","#9082810080102","MAHINDRA; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/108.jpg?v=1393","READY","Ambaji Traders"
"00109L","DOOR OUTER HANDLE VAN,GYPSY,MM-540 METAL LEFT","DOOR OUTER HANDLE VAN,GYPSY,MM-540 METAL LEFT","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00109L","87089900","18","1","Pcs","146","","146","#692304012070","MAHINDRA; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/109.jpg?v=1393","READY","Ambaji Traders"
"00109R","DOOR OUTER HANDLE VAN,GYPSY,MM-540 METAL RIGHT","DOOR OUTER HANDLE VAN,GYPSY,MM-540 METAL RIGHT","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00109R","87089900","18","1","Pcs","146","","146","#692304012070","MAHINDRA; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/109RH.jpg?v=1393","READY","Ambaji Traders"
"00110L","DOOR OUTER HANDLE VAN,GYPSY,MM-540 METAL CP LEFT","DOOR OUTER HANDLE VAN,GYPSY,MM-540 METAL CP LEFT","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00110L","87089900","18","1","Pcs","166","","166","#783102078000","MAHINDRA; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/110.jpg?v=1393","READY","Ambaji Traders"
"00110R","DOOR OUTER HANDLE VAN,GYPSY,MM-540 METAL CP RIGHT","DOOR OUTER HANDLE VAN,GYPSY,MM-540 METAL CP RIGHT","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00110R","87089900","18","1","Pcs","166","","166","#783102078000","MAHINDRA; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/110.jpg?v=1393","READY","Ambaji Traders"
"0111L,M10","OUTER HANDLE CAR,SUMO,ACE,MAGIC,MEGA ACE,GC-1000 LH","OUTER HANDLE CAR,SUMO,ACE,MAGIC,MEGA ACE,GC-1000 LH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","0111L,M10","","18","1","Pcs","63","","63","#8281020,#82001019","MAHINDRA; MARUTI SUZUKI (CAR); TATA CAR; TATA LCV","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/111.jpg?v=1393","READY","Ambaji Traders"
"0111R,M10","OUTER HANDLE CAR,SUMO,ACE,MAGIC,MEGA ACE,GC-1000 RH","OUTER HANDLE CAR,SUMO,ACE,MAGIC,MEGA ACE,GC-1000 RH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","0111R,M10","","18","1","Pcs","63","","63","#8281020,#82001019","MAHINDRA; MARUTI SUZUKI (CAR); TATA LCV; TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/111.jpg?v=1393","READY","Ambaji Traders"
"00112L","OUTER HANDLE CAR,SUMO,ACE,MAGIC,GC-1000 METAL LEFT","OUTER HANDLE CAR,SUMO,ACE,MAGIC,GC-1000 METAL LEFT","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00112L","87089900","18","1","Pcs","153","","153","","MAHINDRA; MARUTI SUZUKI (CAR); TATA LCV; TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/112.jpg?v=1393","READY","Ambaji Traders"
"00112R","OUTER HANDLE CAR,SUMO,ACE,MAGIC,GC-1000 METAL RIGHT","OUTER HANDLE CAR,SUMO,ACE,MAGIC,GC-1000 METAL RIGHT","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00112R","87089900","18","1","Pcs","153","","153","","MAHINDRA; MARUTI SUZUKI (CAR); TATA LCV; TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/112.jpg?v=1393","READY","Ambaji Traders"
"00113L","DOOR OUTER HANDLE CAR,SUMO,ACE,MAGIC,GC-1000 METAL CP LEFT","DOOR OUTER HANDLE CAR,SUMO,ACE,MAGIC,GC-1000 METAL CP LEFT","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00113L","87089900","18","1","Pcs","166","","166","","MAHINDRA; MARUTI SUZUKI (CAR); TATA LCV; TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/113.jpg?v=1393","READY","Ambaji Traders"
"00113R","DOOR OUTER HANDLE CAR,SUMO,ACE,MAGIC,GC-1000 METAL CP RIGHT","DOOR OUTER HANDLE CAR,SUMO,ACE,MAGIC,GC-1000 METAL CP RIGHT","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","00113R","87089900","18","1","Pcs","166","","166","","MAHINDRA; MARUTI SUZUKI (CAR); TATA LCV; TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/113.jpg?v=1393","READY","Ambaji Traders"
"0114,M20","OUTER SLIDING HANDLE PLASTIC VAN","OUTER SLIDING HANDLE PLASTIC VAN","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","0114,M20","","18","1","Pcs","50","","50","#7833079500","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/114.jpg?v=1393","READY","Ambaji Traders"
"115","OUTER SLIDING HANDLE  METAL VAN","OUTER SLIDING HANDLE  METAL VAN","Factory 2","OUTSIDE DOOR HANDLE","115","","18","1","Pcs","96","","96","","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/115.jpg?v=1393","READY","Ambaji Traders"
"116","OUTER SLIDING HANDLE METAL CHROME VAN","OUTER SLIDING HANDLE METAL CHROME VAN","Factory 2","OUTSIDE DOOR HANDLE","116","","18","1","Pcs","116","","116","","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/116.jpg?v=1393","READY","Ambaji Traders"
"0117L","INNER SLIDING DOOR HANDLE BLACK VAN LH","INNER SLIDING DOOR HANDLE BLACK VAN LH","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","0117L","83012000","18","1","Pcs","45","","45","#78440M79690-P42 LH","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/117.jpg?v=1393","READY","Ambaji Traders"
"0117R","INNER SLIDING DOOR HANDLE BLACK VAN RH","INNER SLIDING DOOR HANDLE BLACK VAN RH","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","0117R","83012000","18","1","Pcs","45","","45","#78430M79690-P42 RH","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/117.jpg?v=1393","READY","Ambaji Traders"
"0118L","INNER SLIDING DOOR HANDLE GREY OMNI LH","INNER SLIDING DOOR HANDLE GREY OMNI LH","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","0118L","83012000","18","1","Pcs","45","","45","","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/118.jpg?v=1393","READY","Ambaji Traders"
"0118R","INNER SLIDING DOOR HANDLE GREY OMNI RH","INNER SLIDING DOOR HANDLE GREY OMNI RH","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","0118R","83012000","18","1","Pcs","45","","45","","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/118.jpg?v=1393","READY","Ambaji Traders"
"119","SLIDING WINDOW LOCK (DIBBI) PLASTIC VAN GYPSY PVC L/R","SLIDING WINDOW LOCK (DIBBI) PLASTIC VAN GYPSY PVC L/R","CI AUTOMOTIVE LLP","WINDOW LOCK","119","","18","1","Set","58","","58","#691758579502","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/119.jpg?v=1393","READY","Ambaji Traders"
"0119L","SLIDING WINDOW LOCK (DIBBI) PLASTIC VAN GYPSY PVC LH","SLIDING WINDOW LOCK (DIBBI) PLASTIC VAN GYPSY PVC LH","CI AUTOMOTIVE LLP","WINDOW LOCK","0119L","83012000","18","1","Set","58","","58","#691758579502","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/119.jpg?v=1393","READY","Ambaji Traders"
"0119R","SLIDING WINDOW LOCK (DIBBI) PLASTIC VAN GYPSY PVC RH","SLIDING WINDOW LOCK (DIBBI) PLASTIC VAN GYPSY PVC RH","CI AUTOMOTIVE LLP","WINDOW LOCK","0119R","83012000","18","1","Set","58","","58","#691758579502","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/119.jpg?v=1393","READY","Ambaji Traders"
"0120L","SLIDING WINDOW LOCK (DIBBI) METAL LEVER VAN GYPSY LH","SLIDING WINDOW LOCK (DIBBI) METAL LEVER VAN GYPSY LH","CI AUTOMOTIVE LLP","WINDOW LOCK","0120L","83012000","18","1","Set","70","","70","","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/120.jpg?v=1393","READY","Ambaji Traders"
"0120R","SLIDING WINDOW LOCK (DIBBI) METAL LEVER VAN GYPSY RH","SLIDING WINDOW LOCK (DIBBI) METAL LEVER VAN GYPSY RH","CI AUTOMOTIVE LLP","WINDOW LOCK","0120R","83012000","18","1","Set","70","","70","","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/120.jpg?v=1393","READY","Ambaji Traders"
"0120L/R","SLIDING WINDOW LOCK VAN METAL L/R","SLIDING WINDOW LOCK VAN METAL L/R","CI AUTOMOTIVE LLP","Uncategorized","0120L/R","","18","1","Set","70","","70","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/120.jpg?v=1393","READY","Ambaji Traders"
"0121,M5","DICKY HINGES VAN HEAVY DUTY","DICKY HINGES VAN HEAVY DUTY","CI AUTOMOTIVE LLP","DOOR HINGES","0121,M5","","18","1","Set","474","","474","","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/121.jpg?v=1393","READY","Ambaji Traders"
"122","RC LEVER ONLY N/M CAR","RC LEVER ONLY N/M CAR","","INSIDE DOOR HANDLE","122","","18","1","Pcs","9","","9","","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/122.jpg?v=1393","READY","Ambaji Traders"
"123","R.C.LEVER GREY VAN, GYPSY","R.C.LEVER GREY VAN, GYPSY","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","123","","18","1","Pcs","9","","9","","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/123.jpg?v=1393","READY","Ambaji Traders"
"124","R.C.LEVER METAL GREY OMNI, GYPSY","R.C.LEVER METAL GREY OMNI, GYPSY","","INSIDE DOOR HANDLE","124","","18","1","Pcs","41","","41","","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/124.jpg?v=1393","READY","Ambaji Traders"
"00125B","ARM REST HANDLE CAR,MARSHAL,BOLERO O/M,MAXIMO,EECO ETC FT BLACK","ARM REST HANDLE CAR,MARSHAL,BOLERO O/M,MAXIMO,EECO ETC FT BLACK","CI AUTOMOTIVE LLP","ARM REST HANDLE","00125B","","18","1","Pcs","61","","61","#84451-84010 FR DOOR ,#84471/81-84010 RR DOOR","ASHOK LEYLAND; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/00125B.png?v=1393","READY","Ambaji Traders"
"00125G,M30","ARM REST HANDLE CAR,MARSHAL,BOLERO O/M,MAXIMO,EECO ETC FT GREY","ARM REST HANDLE CAR,MARSHAL,BOLERO O/M,MAXIMO,EECO ETC FT GREY","CI AUTOMOTIVE LLP","ARM REST HANDLE","00125G,M30","","18","1","Pcs","61","","61","#84451-84010 FR DOOR ,#84471/81-84010 RR DOOR","ASHOK LEYLAND","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/00125G_M30.png?v=1393","READY","Ambaji Traders"
"126","ROOF HANDLE CAR,VAN,GYPSY,BOLERO,MAXX ETC BLACK","ROOF HANDLE CAR,VAN,GYPSY,BOLERO,MAXX ETC BLACK","","ROOF HANDLE","126","","18","1","Pcs","21","","21","","MARUTI SUZUKI (CAR); TATA LCV; TATA CAR","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/126.jpg?v=1393","READY","Ambaji Traders"
"127","BONNET HANDLE CAR,VAN,GYPSY,IVECO,UNIVERSAL GREY","BONNET HANDLE CAR,VAN,GYPSY,IVECO,UNIVERSAL GREY","CI AUTOMOTIVE LLP","GRAB HANDLE","127","","18","1","Pcs","23","","23","","ASHOK LEYLAND; MARUTI SUZUKI (CAR); TATA TRUCK","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/127.jpg?v=1393","READY","Ambaji Traders"
"128","DOOR PULL HANDLE BLACK VAN,GYPSY,MM-540,UNIVERSAL","DOOR PULL HANDLE BLACK VAN,GYPSY,MM-540,UNIVERSAL","CI AUTOMOTIVE LLP","ROOF HANDLE","128","","18","1","Pcs","18","","18","","MAHINDRA; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/128.jpg?v=1393","READY","Ambaji Traders"
"129","DOOR PULL HANDLE GREY VAN,GYPSY,UNIVERSAL","DOOR PULL HANDLE GREY VAN,GYPSY,UNIVERSAL","CI AUTOMOTIVE LLP","ROOF HANDLE","129","","18","1","Pcs","21","","21","","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/129.jpg?v=1393","READY","Ambaji Traders"
"0130B","WATCH BOX VAN BLACK","WATCH BOX VAN BLACK","CI AUTOMOTIVE LLP","SIDE MIRROR BRACKET","0130B","","18","1","Pcs","53","","53","","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/0130B.png?v=1393","READY","Ambaji Traders"
"131","FUEL CAP GENUINE TYPE VAN, OMNI,  GYPSY T-1","FUEL CAP  GENUINE TYPE  VAN, OMNI,   GYPSY T-1","CI AUTOMOTIVE LLP","FUEL TANK CAP","131","","18","1","Pcs","67","","67","","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/131.jpg?v=1393","READY","Ambaji Traders"
"0132,M10","DIESEL TANK CAP W/KEYS OE TYPE IVECO ,VAN GYPSY,","DIESEL TANK CAP W/KEYS OE TYPE IVECO ,VAN GYPSY,","CI AUTOMOTIVE LLP","FUEL TANK LOCKS","0132,M10","","18","1","Pcs","169","","169","","ASHOK LEYLAND; HM; JCB AGRICULTURE & MACHINERY; LCV'S; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/0132_M10.png?v=1393","READY","Ambaji Traders"
"133","P.T.CAP CAR","P.T.CAP CAR","CI AUTOMOTIVE LLP","FUEL TANK CAP","133","","18","1","Pcs","33","","33","","3-WHEELER; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/133.jpg?v=1393","READY","Ambaji Traders"
"134","R.C.PLATE GREY VAN, GYPSY","R.C.PLATE GREY VAN, GYPSY","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","134","","18","1","Pcs","11","","11","","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/134.jpg?v=1393","READY","Ambaji Traders"
"00134L","R.C.PLATE VAN GYPSY LH","R.C.PLATE VAN GYPSY LH","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","00134L","87089900","18","1","Pcs","11","","11","NA","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/134.jpg?v=1393","READY","Ambaji Traders"
"00134R","R.C.PLATE VAN GYPSY RH","R.C.PLATE VAN GYPSY RH","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","00134R","87089900","18","1","Pcs","11","","11","NA","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/134.jpg?v=1393","READY","Ambaji Traders"
"00134B","R.C.PLATE VAN BLACK","R.C.PLATE VAN BLACK","CI AUTOMOTIVE LLP","Uncategorized","00134B","","18","1","Pcs","11","","11","","","https://onlineautohandles.com/b2b","","READY","Ambaji Traders"
"135","RC PLATE N/M CAR","RC PLATE N/M CAR","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","135","","18","1","Pcs","12","","12","","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/135.jpg?v=1393","READY","Ambaji Traders"
"136","BONNET OPENER CAR,ZEN","BONNET OPENER CAR,ZEN","","BONNET OPENER","136","","18","1","Pcs","36","","36","","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/136.jpg?v=1393","READY","Ambaji Traders"
"137","BONNET OPENER CAR OUTSIDE","BONNET OPENER CAR OUTSIDE","CI AUTOMOTIVE LLP","BONNET OPENER","137","","18","1","Pcs","44","","44","","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/137.jpg?v=1393","READY","Ambaji Traders"
"0138B","DOOR KNOB PLASTIC CANTER, VAN, CAR, GYPSY, MM-540 ETC.","DOOR KNOB PLASTIC CANTER, VAN, CAR, GYPSY, MM-540 ETC.","CI AUTOMOTIVE LLP","DOOR LOCK KNOB","0138B","","18","1","Pcs","3","","3","#78241M60002#78241M60002-T01","LCV'S; MAHINDRA; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/0138B.png?v=1393","READY","Ambaji Traders"
"0138G","DOOR KNOB PLASTIC CANTER, VAN, CAR, GYPSY, MM-540 ETC.","DOOR KNOB PLASTIC CANTER, VAN, CAR, GYPSY, MM-540 ETC.","CI AUTOMOTIVE LLP","DOOR LOCK KNOB","0138G","","18","1","Pcs","3","","3","#78241M60002#78241M60002-T01","MAHINDRA; LCV'S; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/0138G.png?v=1393","READY","Ambaji Traders"
"139","SEAT LOCK KNOB CAR,ZEN,ESTEEM ETC REAR","SEAT LOCK KNOB CAR,ZEN,ESTEEM ETC REAR","CI AUTOMOTIVE LLP","DOOR LOCK KNOB","139","","18","1","Pcs","3","","3","#8784682000","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/139.jpg?v=1393","READY","Ambaji Traders"
"0140L,M10","DOOR LOCK W/KEYS CAR, VAN, GYPSY, MM-540 ETC.LH","DOOR LOCK W/KEYS CAR, VAN, GYPSY, MM-540 ETC.LH","CI AUTOMOTIVE LLP","DOOR LOCK W/KEYS","0140L,M10","","18","1","Pcs","193","","193","","MAHINDRA; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/140.jpg?v=1393","READY","Ambaji Traders"
"0140R,M10","DOOR LOCK W/KEYS CAR, VAN, GYPSY, MM-540 ETC.RH","DOOR LOCK W/KEYS CAR, VAN, GYPSY, MM-540 ETC.RH","CI AUTOMOTIVE LLP","DOOR LOCK W/KEYS","0140R,M10","","18","1","Pcs","193","","193","","MAHINDRA; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/140.jpg?v=1393","READY","Ambaji Traders"
"0142,M10","DICKY LOCK W/KEY VAN","DICKY LOCK W/KEY VAN","CI AUTOMOTIVE LLP","DICKEY / TRUNKLID LOCKS","0142,M10","","18","1","Pcs","272","","272","#7740078843","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/142.jpg?v=1393","READY","Ambaji Traders"
"143","DICKY LOCK W/KEY CAR T-1","DICKY LOCK W/KEY CAR T-1","CI AUTOMOTIVE LLP","DICKEY / TRUNKLID LOCKS","143","","18","1","Pcs","278","","278","# 82500M84830","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/143.jpg?v=1393","READY","Ambaji Traders"
"0144L","R.C.LEVER  W\PLATE N/M CAR LH","R.C.LEVER  W\PLATE N/M CAR LH","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","0144L","83012000","18","1","Pcs","45","","45","#82982M84010-5ES  ,#82982M84000-5BS ,#82982M84030-5ES","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/144.jpg?v=1393","READY","Ambaji Traders"
"0144R","R.C.LEVER  W\PLATE N/M CAR RH","R.C.LEVER  W\PLATE N/M CAR RH","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","0144R","83012000","18","1","Pcs","45","","45","#82982M84010-5ES  ,#82982M84000-5BS ,#82982M84030-5ES","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/144.jpg?v=1393","READY","Ambaji Traders"
"145","WHEEL CAP TYPE-2 CAR, ZEN","WHEEL CAP TYPE-2 CAR, ZEN","CI AUTOMOTIVE LLP","WHEEL CAP","145","","18","1","Set","107","","107","","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/145.jpg?v=1393","READY","Ambaji Traders"
"146","DALA HANDLE W/LEVER GYPSY, MAJOR, M-DI","DALA HANDLE W/LEVER GYPSY, MAJOR, M-DI","","DALA HANDLES","146","","18","1","Pcs","39","","39","","MAHINDRA; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/146.jpg?v=1393","READY","Ambaji Traders"
"147","TAIL LIGHT GARNISH  (CORNER) L/R PLASTIC VAN","TAIL LIGHT GARNISH   (CORNER) L/R  PLASTIC  VAN","CI AUTOMOTIVE LLP","BUMPER CORNERS","147","","18","1","Set","64","","64","","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/147.jpg?v=1393","READY","Ambaji Traders"
"0147L","T.L.GARNISH LEFT","T.L.GARNISH LEFT","CI AUTOMOTIVE LLP","Uncategorized","0147L","87089900","18","1","Set","64","","64","#696318179501","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/147.jpg?v=1393","READY","Ambaji Traders"
"0147R","TAIL LIGHT GARNISH VAN R","TAIL LIGHT GARNISH VAN R","CI AUTOMOTIVE LLP","Uncategorized","0147R","87089900","18","1","Set","64","","64","#696318179501","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/147.jpg?v=1393","READY","Ambaji Traders"
"148","HEAD LIGHT BEZEL W/KIT T-1 CAR","HEAD LIGHT BEZEL W/KIT T-1 CAR","","HEAD LIGHT BEZEL","148","","18","1","Set","61","","61","#721243484000","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/148.jpg?v=1393","READY","Ambaji Traders"
"0148L","H.L.BEZEL T-1 CAR LEFT","H.L.BEZEL T-1 CAR LEFT","CI AUTOMOTIVE LLP","Uncategorized","0148L","87089900","18","1","Set","61","","61","#721243484000","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/148.jpg?v=1393","READY","Ambaji Traders"
"0148R","HEAD LIGHT BEZEL T-1 CAR R","HEAD LIGHT BEZEL T-1 CAR R","CI AUTOMOTIVE LLP","Uncategorized","0148R","87089900","18","1","Set","61","","61","#721243484000","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/148.jpg?v=1393","READY","Ambaji Traders"
"149","WHEEL CAP CAR CHROME(4PCS)","WHEEL CAP CAR CHROME(4PCS)","","Uncategorized","149","","18","1","Set","126","","126","","","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/149.jpg?v=1393","READY","Ambaji Traders"
"150","SHUT STOPPER VAN PLASTIC","SHUT STOPPER VAN PLASTIC","CI AUTOMOTIVE LLP","DOOR STRIKER","150","","18","1","Pcs","14","","14","","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/b2b","https://onlineautohandles.com/product-images/150.jpg?v=1393","READY","Ambaji Traders"
