sourceId,sku,name,brand,categoryName,oeCode,hsn,gst,moq,uom,sourcePrice,source_rate,mrp,selling_price,statusSource,vehicleTypes,imageUrl,localImagePath,imageStatus,validationStatus,sourceUrl,firm
"P13287","101","R.G.HANDLE VAN,CAR,GYPSY,QUALIS,CANTER O/M,DYNA PVC BLACK","Factory 1","WINDOW REGULATOR HANDLES","","","18","1","Pcs","25","25","","25","Live","FIAT; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/101.png?v=1393","data/source-catalogue/images/101.png","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13288","102","R.G.HANDLE VAN,CAR,GYPSY,QUALIS,CANTER O/M,DYNA PVC GREY","CI AUTOMOTIVE LLP","WINDOW REGULATOR HANDLES","","","18","1","Pcs","29","29","","29","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/102.png?v=1393","data/source-catalogue/images/102.png","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13289","103","R.G.HANDLE VAN,CAR,GYPSY,QUALIS,CANTER O/M,DYNA SUPER PVC BLACK","Factory 1","WINDOW REGULATOR HANDLES","#8296082100281","","18","1","Pcs","26","26","","26","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/103.png?v=1393","data/source-catalogue/images/103.png","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13290","104","R.G.HANDLE VAN,CAR,GYPSY,QUALIS,CANTER O/M,DYNA SUPER PVC GREY","CI AUTOMOTIVE LLP","WINDOW REGULATOR HANDLES","#8296082100281","","18","1","Pcs","29","29","","29","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/104.jpg?v=1393","data/source-catalogue/images/104.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13291","105","R.G. HANDLE METAL ,GREY CANTER ,SUZUKI , TOYOTA ETC.","CI AUTOMOTIVE LLP","WINDOW REGULATOR HANDLES","","","18","1","Pcs","76","76","","76","Live","LCV'S; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/105.jpg?v=1393","data/source-catalogue/images/105.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13292","106","R.G.HANDLE VAN,CAR,GYPSY,QUALIS,CANTER O/M,DYNA METAL BLACK","CI AUTOMOTIVE LLP","WINDOW REGULATOR HANDLES","","","18","1","Pcs","76","76","","76","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/106.jpg?v=1393","data/source-catalogue/images/106.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13293","107","RG HANDLE VAN, CAR,CANTER,QUALIS,DYNA,GYPSY WITH METAL CHROME","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","","","18","1","Pcs","86","86","","86","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/107.jpg?v=1393","data/source-catalogue/images/107.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P9361","0108,M10","DOOR OUTER HANDLE MM-540, VAN, GYPSY ETC","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","#9082810080102","","18","1","Pcs","79","79","","79","Live","MAHINDRA; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/108.jpg?v=1393","data/source-catalogue/images/0108_M10.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P9364","00109L","DOOR OUTER HANDLE VAN,GYPSY,MM-540 METAL LEFT","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","#692304012070","87089900","18","1","Pcs","146","146","","146","Live","MAHINDRA; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/109.jpg?v=1393","data/source-catalogue/images/00109L.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P9365","00109R","DOOR OUTER HANDLE VAN,GYPSY,MM-540 METAL RIGHT","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","#692304012070","87089900","18","1","Pcs","146","146","","146","Live","MAHINDRA; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/109RH.jpg?v=1393","data/source-catalogue/images/00109R.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P9362","00110L","DOOR OUTER HANDLE VAN,GYPSY,MM-540 METAL CP LEFT","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","#783102078000","87089900","18","1","Pcs","166","166","","166","Live","MAHINDRA; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/110.jpg?v=1393","data/source-catalogue/images/00110L.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P9363","00110R","DOOR OUTER HANDLE VAN,GYPSY,MM-540 METAL CP RIGHT","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","#783102078000","87089900","18","1","Pcs","166","166","","166","Live","MAHINDRA; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/110.jpg?v=1393","data/source-catalogue/images/00110R.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P9012","0111L,M10","OUTER HANDLE CAR,SUMO,ACE,MAGIC,MEGA ACE,GC-1000 LH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","#8281020,#82001019","","18","1","Pcs","63","63","","63","Live","MAHINDRA; MARUTI SUZUKI (CAR); TATA CAR; TATA LCV","https://onlineautohandles.com/product-images/111.jpg?v=1393","data/source-catalogue/images/0111L_M10.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P9013","0111R,M10","OUTER HANDLE CAR,SUMO,ACE,MAGIC,MEGA ACE,GC-1000 RH","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","#8281020,#82001019","","18","1","Pcs","63","63","","63","Live","MAHINDRA; MARUTI SUZUKI (CAR); TATA LCV; TATA CAR","https://onlineautohandles.com/product-images/111.jpg?v=1393","data/source-catalogue/images/0111R_M10.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P9010","00112L","OUTER HANDLE CAR,SUMO,ACE,MAGIC,GC-1000 METAL LEFT","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","","87089900","18","1","Pcs","153","153","","153","Live","MAHINDRA; MARUTI SUZUKI (CAR); TATA LCV; TATA CAR","https://onlineautohandles.com/product-images/112.jpg?v=1393","data/source-catalogue/images/00112L.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P9011","00112R","OUTER HANDLE CAR,SUMO,ACE,MAGIC,GC-1000 METAL RIGHT","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","","87089900","18","1","Pcs","153","153","","153","Live","MAHINDRA; MARUTI SUZUKI (CAR); TATA LCV; TATA CAR","https://onlineautohandles.com/product-images/112.jpg?v=1393","data/source-catalogue/images/00112R.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P9008","00113L","DOOR OUTER HANDLE CAR,SUMO,ACE,MAGIC,GC-1000 METAL CP LEFT","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","","87089900","18","1","Pcs","166","166","","166","Live","MAHINDRA; MARUTI SUZUKI (CAR); TATA LCV; TATA CAR","https://onlineautohandles.com/product-images/113.jpg?v=1393","data/source-catalogue/images/00113L.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P9009","00113R","DOOR OUTER HANDLE CAR,SUMO,ACE,MAGIC,GC-1000 METAL CP RIGHT","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","","87089900","18","1","Pcs","166","166","","166","Live","MAHINDRA; MARUTI SUZUKI (CAR); TATA LCV; TATA CAR","https://onlineautohandles.com/product-images/113.jpg?v=1393","data/source-catalogue/images/00113R.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P9331","0114,M20","OUTER SLIDING HANDLE PLASTIC VAN","CI AUTOMOTIVE LLP","OUTSIDE DOOR HANDLE","#7833079500","","18","1","Pcs","50","50","","50","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/114.jpg?v=1393","data/source-catalogue/images/0114_M20.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13294","115","OUTER SLIDING HANDLE  METAL VAN","Factory 2","OUTSIDE DOOR HANDLE","","","18","1","Pcs","96","96","","96","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/115.jpg?v=1393","data/source-catalogue/images/115.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13295","116","OUTER SLIDING HANDLE METAL CHROME VAN","Factory 2","OUTSIDE DOOR HANDLE","","","18","1","Pcs","116","116","","116","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/116.jpg?v=1393","data/source-catalogue/images/116.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P9510","0117L","INNER SLIDING DOOR HANDLE BLACK VAN LH","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","#78440M79690-P42 LH","83012000","18","1","Pcs","45","45","","45","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/117.jpg?v=1393","data/source-catalogue/images/0117L.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P9509","0117R","INNER SLIDING DOOR HANDLE BLACK VAN RH","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","#78430M79690-P42 RH","83012000","18","1","Pcs","45","45","","45","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/117.jpg?v=1393","data/source-catalogue/images/0117R.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P9512","0118L","INNER SLIDING DOOR HANDLE GREY OMNI LH","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","","83012000","18","1","Pcs","45","45","","45","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/118.jpg?v=1393","data/source-catalogue/images/0118L.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P9511","0118R","INNER SLIDING DOOR HANDLE GREY OMNI RH","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","","83012000","18","1","Pcs","45","45","","45","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/118.jpg?v=1393","data/source-catalogue/images/0118R.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13296","119","SLIDING WINDOW LOCK (DIBBI) PLASTIC VAN GYPSY PVC L/R","CI AUTOMOTIVE LLP","WINDOW LOCK","#691758579502","","18","1","Set","58","58","","58","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/119.jpg?v=1393","data/source-catalogue/images/119.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P10546","0119L","SLIDING WINDOW LOCK (DIBBI) PLASTIC VAN GYPSY PVC LH","CI AUTOMOTIVE LLP","WINDOW LOCK","#691758579502","83012000","18","1","Set","58","58","","58","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/119.jpg?v=1393","data/source-catalogue/images/0119L.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P10548","0119R","SLIDING WINDOW LOCK (DIBBI) PLASTIC VAN GYPSY PVC RH","CI AUTOMOTIVE LLP","WINDOW LOCK","#691758579502","83012000","18","1","Set","58","58","","58","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/119.jpg?v=1393","data/source-catalogue/images/0119R.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P10543","0120L","SLIDING WINDOW LOCK (DIBBI) METAL LEVER VAN GYPSY LH","CI AUTOMOTIVE LLP","WINDOW LOCK","","83012000","18","1","Set","70","70","","70","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/120.jpg?v=1393","data/source-catalogue/images/0120L.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P10545","0120R","SLIDING WINDOW LOCK (DIBBI) METAL LEVER VAN GYPSY RH","CI AUTOMOTIVE LLP","WINDOW LOCK","","83012000","18","1","Set","70","70","","70","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/120.jpg?v=1393","data/source-catalogue/images/0120R.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P10544","0120L/R","SLIDING WINDOW LOCK VAN METAL L/R","CI AUTOMOTIVE LLP","Uncategorized","","","18","1","Set","70","70","","70","Live","","https://onlineautohandles.com/product-images/120.jpg?v=1393","data/source-catalogue/images/0120L_R.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P8880","0121,M5","DICKY HINGES VAN HEAVY DUTY","CI AUTOMOTIVE LLP","DOOR HINGES","","","18","1","Set","474","474","","474","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/121.jpg?v=1393","data/source-catalogue/images/0121_M5.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13297","122","RC LEVER ONLY N/M CAR","","INSIDE DOOR HANDLE","","","18","1","Pcs","9","9","","9","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/122.jpg?v=1393","data/source-catalogue/images/122.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13298","123","R.C.LEVER GREY VAN, GYPSY","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","","","18","1","Pcs","9","9","","9","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/123.jpg?v=1393","data/source-catalogue/images/123.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13299","124","R.C.LEVER METAL GREY OMNI, GYPSY","","INSIDE DOOR HANDLE","","","18","1","Pcs","41","41","","41","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/124.jpg?v=1393","data/source-catalogue/images/124.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P8684","00125B","ARM REST HANDLE CAR,MARSHAL,BOLERO O/M,MAXIMO,EECO ETC FT BLACK","CI AUTOMOTIVE LLP","ARM REST HANDLE","#84451-84010 FR DOOR ,#84471/81-84010 RR DOOR","","18","1","Pcs","61","61","","61","Live","ASHOK LEYLAND; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/00125B.png?v=1393","data/source-catalogue/images/00125B.png","downloaded","READY","https://onlineautohandles.com/b2b",""
"P8685","00125G,M30","ARM REST HANDLE CAR,MARSHAL,BOLERO O/M,MAXIMO,EECO ETC FT GREY","CI AUTOMOTIVE LLP","ARM REST HANDLE","#84451-84010 FR DOOR ,#84471/81-84010 RR DOOR","","18","1","Pcs","61","61","","61","Live","ASHOK LEYLAND","https://onlineautohandles.com/product-images/00125G_M30.png?v=1393","data/source-catalogue/images/00125G_M30.png","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13300","126","ROOF HANDLE CAR,VAN,GYPSY,BOLERO,MAXX ETC BLACK","","ROOF HANDLE","","","18","1","Pcs","21","21","","21","Live","MARUTI SUZUKI (CAR); TATA LCV; TATA CAR","https://onlineautohandles.com/product-images/126.jpg?v=1393","data/source-catalogue/images/126.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13301","127","BONNET HANDLE CAR,VAN,GYPSY,IVECO,UNIVERSAL GREY","CI AUTOMOTIVE LLP","GRAB HANDLE","","","18","1","Pcs","23","23","","23","Live","ASHOK LEYLAND; MARUTI SUZUKI (CAR); TATA TRUCK","https://onlineautohandles.com/product-images/127.jpg?v=1393","data/source-catalogue/images/127.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13302","128","DOOR PULL HANDLE BLACK VAN,GYPSY,MM-540,UNIVERSAL","CI AUTOMOTIVE LLP","ROOF HANDLE","","","18","1","Pcs","18","18","","18","Live","MAHINDRA; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/128.jpg?v=1393","data/source-catalogue/images/128.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13303","129","DOOR PULL HANDLE GREY VAN,GYPSY,UNIVERSAL","CI AUTOMOTIVE LLP","ROOF HANDLE","","","18","1","Pcs","21","21","","21","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/129.jpg?v=1393","data/source-catalogue/images/129.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P10687","0130B","WATCH BOX VAN BLACK","CI AUTOMOTIVE LLP","SIDE MIRROR BRACKET","","","18","1","Pcs","53","53","","53","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/0130B.png?v=1393","data/source-catalogue/images/0130B.png","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13304","131","FUEL CAP GENUINE TYPE VAN, OMNI,  GYPSY T-1","CI AUTOMOTIVE LLP","FUEL TANK CAP","","","18","1","Pcs","67","67","","67","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/131.jpg?v=1393","data/source-catalogue/images/131.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P11398","0132,M10","DIESEL TANK CAP W/KEYS OE TYPE IVECO ,VAN GYPSY,","CI AUTOMOTIVE LLP","FUEL TANK LOCKS","","","18","1","Pcs","169","169","","169","Live","ASHOK LEYLAND; HM; JCB AGRICULTURE & MACHINERY; LCV'S; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/0132_M10.png?v=1393","data/source-catalogue/images/0132_M10.png","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13305","133","P.T.CAP CAR","CI AUTOMOTIVE LLP","FUEL TANK CAP","","","18","1","Pcs","33","33","","33","Live","3-WHEELER; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/133.jpg?v=1393","data/source-catalogue/images/133.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13306","134","R.C.PLATE GREY VAN, GYPSY","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","","","18","1","Pcs","11","11","","11","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/134.jpg?v=1393","data/source-catalogue/images/134.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P9852","00134L","R.C.PLATE VAN GYPSY LH","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","NA","87089900","18","1","Pcs","11","11","","11","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/134.jpg?v=1393","data/source-catalogue/images/00134L.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P9853","00134R","R.C.PLATE VAN GYPSY RH","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","NA","87089900","18","1","Pcs","11","11","","11","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/134.jpg?v=1393","data/source-catalogue/images/00134R.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P9851","00134B","R.C.PLATE VAN BLACK","CI AUTOMOTIVE LLP","Uncategorized","","","18","1","Pcs","11","11","","11","Live","","","","missing_source_url","READY","https://onlineautohandles.com/b2b",""
"P13307","135","RC PLATE N/M CAR","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","","","18","1","Pcs","12","12","","12","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/135.jpg?v=1393","data/source-catalogue/images/135.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13308","136","BONNET OPENER CAR,ZEN","","BONNET OPENER","","","18","1","Pcs","36","36","","36","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/136.jpg?v=1393","data/source-catalogue/images/136.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13309","137","BONNET OPENER CAR OUTSIDE","CI AUTOMOTIVE LLP","BONNET OPENER","","","18","1","Pcs","44","44","","44","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/137.jpg?v=1393","data/source-catalogue/images/137.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P8804","0138B","DOOR KNOB PLASTIC CANTER, VAN, CAR, GYPSY, MM-540 ETC.","CI AUTOMOTIVE LLP","DOOR LOCK KNOB","#78241M60002#78241M60002-T01","","18","1","Pcs","3","3","","3","Live","LCV'S; MAHINDRA; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/0138B.png?v=1393","data/source-catalogue/images/0138B.png","downloaded","READY","https://onlineautohandles.com/b2b",""
"P8805","0138G","DOOR KNOB PLASTIC CANTER, VAN, CAR, GYPSY, MM-540 ETC.","CI AUTOMOTIVE LLP","DOOR LOCK KNOB","#78241M60002#78241M60002-T01","","18","1","Pcs","3","3","","3","Live","MAHINDRA; LCV'S; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/0138G.png?v=1393","data/source-catalogue/images/0138G.png","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13310","139","SEAT LOCK KNOB CAR,ZEN,ESTEEM ETC REAR","CI AUTOMOTIVE LLP","DOOR LOCK KNOB","#8784682000","","18","1","Pcs","3","3","","3","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/139.jpg?v=1393","data/source-catalogue/images/139.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P11271","0140L,M10","DOOR LOCK W/KEYS CAR, VAN, GYPSY, MM-540 ETC.LH","CI AUTOMOTIVE LLP","DOOR LOCK W/KEYS","","","18","1","Pcs","193","193","","193","Live","MAHINDRA; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/140.jpg?v=1393","data/source-catalogue/images/0140L_M10.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P11272","0140R,M10","DOOR LOCK W/KEYS CAR, VAN, GYPSY, MM-540 ETC.RH","CI AUTOMOTIVE LLP","DOOR LOCK W/KEYS","","","18","1","Pcs","193","193","","193","Live","MAHINDRA; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/140.jpg?v=1393","data/source-catalogue/images/0140R_M10.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P11217","0142,M10","DICKY LOCK W/KEY VAN","CI AUTOMOTIVE LLP","DICKEY / TRUNKLID LOCKS","#7740078843","","18","1","Pcs","272","272","","272","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/142.jpg?v=1393","data/source-catalogue/images/0142_M10.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13311","143","DICKY LOCK W/KEY CAR T-1","CI AUTOMOTIVE LLP","DICKEY / TRUNKLID LOCKS","# 82500M84830","","18","1","Pcs","278","278","","278","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/143.jpg?v=1393","data/source-catalogue/images/143.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P9568","0144L","R.C.LEVER  W\PLATE N/M CAR LH","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","#82982M84010-5ES  ,#82982M84000-5BS ,#82982M84030-5ES","83012000","18","1","Pcs","45","45","","45","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/144.jpg?v=1393","data/source-catalogue/images/0144L.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P9569","0144R","R.C.LEVER  W\PLATE N/M CAR RH","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","#82982M84010-5ES  ,#82982M84000-5BS ,#82982M84030-5ES","83012000","18","1","Pcs","45","45","","45","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/144.jpg?v=1393","data/source-catalogue/images/0144R.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13312","145","WHEEL CAP TYPE-2 CAR, ZEN","CI AUTOMOTIVE LLP","WHEEL CAP","","","18","1","Set","107","107","","107","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/145.jpg?v=1393","data/source-catalogue/images/145.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13313","146","DALA HANDLE W/LEVER GYPSY, MAJOR, M-DI","","DALA HANDLES","","","18","1","Pcs","39","39","","39","Live","MAHINDRA; MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/146.jpg?v=1393","data/source-catalogue/images/146.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13314","147","TAIL LIGHT GARNISH  (CORNER) L/R PLASTIC VAN","CI AUTOMOTIVE LLP","BUMPER CORNERS","","","18","1","Set","64","64","","64","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/147.jpg?v=1393","data/source-catalogue/images/147.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P8879","0147L","T.L.GARNISH LEFT","CI AUTOMOTIVE LLP","Uncategorized","#696318179501","87089900","18","1","Set","64","64","","64","Live","","https://onlineautohandles.com/product-images/147.jpg?v=1393","data/source-catalogue/images/0147L.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P8878","0147R","TAIL LIGHT GARNISH VAN R","CI AUTOMOTIVE LLP","Uncategorized","#696318179501","87089900","18","1","Set","64","64","","64","Live","","https://onlineautohandles.com/product-images/147.jpg?v=1393","data/source-catalogue/images/0147R.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13315","148","HEAD LIGHT BEZEL W/KIT T-1 CAR","","HEAD LIGHT BEZEL","#721243484000","","18","1","Set","61","61","","61","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/148.jpg?v=1393","data/source-catalogue/images/148.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P8871","0148L","H.L.BEZEL T-1 CAR LEFT","CI AUTOMOTIVE LLP","Uncategorized","#721243484000","87089900","18","1","Set","61","61","","61","Live","","https://onlineautohandles.com/product-images/148.jpg?v=1393","data/source-catalogue/images/0148L.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P8869","0148R","HEAD LIGHT BEZEL T-1 CAR R","CI AUTOMOTIVE LLP","Uncategorized","#721243484000","87089900","18","1","Set","61","61","","61","Live","","https://onlineautohandles.com/product-images/148.jpg?v=1393","data/source-catalogue/images/0148R.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13316","149","WHEEL CAP CAR CHROME(4PCS)","","Uncategorized","","","18","1","Set","126","126","","126","Live","","https://onlineautohandles.com/product-images/149.jpg?v=1393","data/source-catalogue/images/149.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13317","150","SHUT STOPPER VAN PLASTIC","CI AUTOMOTIVE LLP","DOOR STRIKER","","","18","1","Pcs","14","14","","14","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/150.jpg?v=1393","data/source-catalogue/images/150.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13318","151","R.G.HANDLE CAP ONLY VAN,CAR,GYPSY 72PCS","","WHEEL CAP","","","18","1","Pcs","3","3","","3","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/151.jpg?v=1393","data/source-catalogue/images/151.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13319","152","WHEEL CAP BLACK PLASTIC CAR,VAN T-1 ETC","","WHEEL CAP","","","18","1","Set","107","107","","107","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/152.jpg?v=1393","data/source-catalogue/images/152.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P13320","153","R.G.CAP ONLY CAR,VAN,GYPSY ALLT-2,WAGON-R,ALTO ETC","","WHEEL CAP","","","18","1","Pcs","3","3","","3","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/153.jpg?v=1393","data/source-catalogue/images/153.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
"P9570","0154L","R.C.LEVER W/PLATE TYPE-2 CAR LH","CI AUTOMOTIVE LLP","INSIDE DOOR HANDLE","NA","83012000","18","1","Pcs","75","75","","75","Live","MARUTI SUZUKI (CAR)","https://onlineautohandles.com/product-images/154.jpg?v=1393","data/source-catalogue/images/0154L.jpg","downloaded","READY","https://onlineautohandles.com/b2b",""
